Disaster Date,Province,Affected People,Affected Households,Deaths,Injured,Housing Damage,Business Damage,Agriculture Damage,Total Damage
3/9/2023,Trang,0,0,0,0,0,0,0,0
3/9/2023,Nakhon Nayok,0,0,0,0,0,0,0,0
3/9/2023,Mukdahan,497,41,0,0,0,0,1162,1700
3/9/2023,Chiang Mai,100,40,0,0,0,0,120,260
30/10/2023,Kamphaeng Phet,12,4,0,0,150,0,1481,1647
30/10/2023,Nakhon Ratchasima,27,9,0,0,1350,0,84,1470
30/10/2023,Phichit,6,2,0,0,0,0,339,347
30/10/2023,Chiang Rai,615,205,0,0,10,0,254,1084
30/10/2023,Chiang Mai,4979,1876,0,0,35,0,435,7325
30/10/2023,Mae Hong Son,0,0,0,0,0,0,0,0
30/11/2023,Nakhon Si Thammarat,450,160,0,0,0,0,30,640
30/11/2023,Pattani,30,10,0,0,1148,0,0,1188
30/11/2023,Songkhla,0,0,0,0,0,0,0,0
30/4/2023,Chonburi,3,14,0,0,1,0,59,77
30/4/2023,Nakhon Ratchasima,3,1,0,0,0,0,0,4
30/5/2023,Nakhon Ratchasima,3,1,0,0,9,0,0,13
30/6/2023,Satun,0,0,0,0,0,0,0,0
30/7/2023,Kalasin,10625,2730,0,0,12,0,160,13527
30/7/2023,Nakhon Phanom,210,70,0,0,0,0,1020,1300
30/7/2023,Sakon Nakhon,1479,493,0,0,0,0,3990,5962
30/8/2023,Nan,0,0,0,0,0,0,0,0
30/9/2023,dry,0,0,0,0,0,0,0,0
30/9/2023,Nakhon Nayok,0,0,0,0,0,0,0,0
30/9/2023,Nan,9,3,0,0,2,0,0,14
30/9/2023,Phichit,0,0,0,0,0,0,0,0
30/9/2023,Lampang,120,40,0,0,40,0,53,253
30/9/2023,Sakon Nakhon,336,112,0,0,0,0,973,1421
30/9/2023,Sukhothai,9437,5282,1,0,1749,0,31876,48345
30/9/2023,Nong Khai,0,0,0,0,0,0,0,0
30/9/2023,Nong Bua Lamphu,6,2,0,0,0,0,1134,1142
30/9/2023,Chiang Mai,1550,500,0,0,0,0,5,2055
30/9/2023,spread,10743,3581,0,0,500,0,2695,17519
31/10/2023,Kamphaeng Phet,3,1,0,0,0,0,0,4
31/10/2023,Nakhon Pathom,265,103,0,0,3,0,0,371
31/10/2023,Chiang Mai,4250,1200,0,0,6,0,573,6029
31/7/2023,Nakhon Phanom,2577,859,0,0,0,0,4460,7896
31/7/2023,Chiang Mai,8892,8892,0,0,0,0,20,17804
31/8/2023,Satun,0,0,0,0,0,0,0,0
31/8/2023,Surin,3,1,0,0,0,0,0,4
4/10/2023,Kamphaeng Phet,6,2,0,0,0,0,81,89
4/10/2023,Chanthaburi,100,50,0,0,50,0,90,290
4/10/2023,Chachoengsao,0,0,0,0,0,0,0,0
4/10/2023,Chaiyaphum,0,0,0,0,0,0,0,0
4/10/2023,dry,0,0,0,0,0,0,0,0
4/10/2023,Nakhon Pathom,34,22,0,0,2,0,113,171
4/10/2023,Nakhon Sawan,78,26,0,0,13,0,3,120
4/10/2023,Phichit,0,0,0,0,0,0,0,0
4/10/2023,Saraburi,12,4,0,0,51,0,5110,5177
4/10/2023,Uttaradit,633,211,0,0,0,0,2532,3376
4/10/2023,Ang Thong,3,1,0,0,0,0,3,7
4/11/2023,Krabi,0,0,0,0,0,0,0,0
4/11/2023,Satun,100,30,0,0,0,0,36,166
4/7/2023,Kalasin,250,95,0,0,0,0,1305,1650
4/8/2023,Nakhon Phanom,1458,486,0,0,0,0,1511,3455
4/8/2023,Nan,0,0,0,0,0,0,0,0
4/8/2023,Chiang Mai,2801,2801,0,0,0,0,0,5602
4/9/2023,Kalasin,25323,7942,0,0,0,0,0,33265
4/9/2023,Chumphon,6,2,0,0,0,0,5,13
4/9/2023,Nakhon Ratchasima,3,1,0,0,1,0,0,5
4/9/2023,Nan,0,0,0,0,0,0,0,0
4/9/2023,Mukdahan,312,28,0,0,0,0,1067,1407
4/9/2023,Chiang Mai,628,246,0,0,0,0,0,874
5/10/2023,Kanchanaburi,5042,1322,0,0,176,0,1093,7633
5/10/2023,Kalasin,944,402,0,0,0,0,16904,18250
5/10/2023,Kamphaeng Phet,6,2,0,0,0,0,1806,1814
5/10/2023,Khon Kaen,3,1,0,0,0,0,990,994
5/10/2023,Chachoengsao,0,0,0,0,0,0,0,0
5/10/2023,Chaiyaphum,0,0,0,0,0,0,0,0
5/10/2023,Nakhon Nayok,0,0,0,0,0,0,0,0
5/10/2023,Prachin Buri,3,1,0,0,8,0,143,155
5/10/2023,Ayutthaya,0,0,0,0,0,0,0,0
5/10/2023,Phichit,0,0,0,0,0,0,0,0
5/10/2023,Roi Et,3,1,0,0,0,0,1800,1804
5/10/2023,Lop Buri,12,4,0,0,0,0,2997,3013
5/10/2023,Saraburi,6,2,0,0,0,0,376,384
5/10/2023,Suphan Buri,3,1,0,0,4,0,0,8
5/10/2023,Sukhothai,2190,743,0,0,0,0,12761,15694
5/10/2023,Uthai Thani,0,0,0,0,0,0,0,0
5/10/2023,Ubon Ratchathani,0,0,0,0,0,0,0,0
5/10/2023,Mae Hong Son,0,0,0,0,0,0,0,0
5/7/2023,Kalasin,258,86,0,0,0,0,428,772
5/8/2023,Nan,3,1,0,0,1,0,0,5
5/8/2023,Sakon Nakhon,1797,599,0,0,0,0,6899,9295
5/8/2023,Nong Khai,0,0,0,0,0,0,0,0
5/8/2023,Chiang Mai,1088,438,0,0,0,0,0,1526
5/9/2023,Kalasin,12627,3651,0,0,6,0,15930,32214
5/9/2023,Nan,0,0,0,0,0,0,0,0
5/9/2023,Mukdahan,73,15,1,0,0,0,115,204
5/9/2023,Ranong,200,40,0,0,40,0,0,280
5/9/2023,Roi Et,4508,1857,1,0,9,0,22180,28555
5/9/2023,Saraburi,0,0,0,0,0,0,0,0
5/9/2023,spread,3,1,0,0,0,0,0,4
6/10/2023,Kanchanaburi,250,80,0,0,0,0,0,330
6/10/2023,Kalasin,15,6,0,0,0,0,34,55
6/10/2023,Kamphaeng Phet,3,1,0,0,100,0,3072,3176
6/10/2023,Chachoengsao,0,0,0,0,0,0,0,0
6/10/2023,dry,30,6,0,0,0,0,0,36
6/10/2023,Nakhon Nayok,0,0,0,0,0,0,0,0
6/10/2023,Nakhon Pathom,6,3,0,0,0,0,7,16
6/10/2023,Prachin Buri,0,0,0,0,0,0,0,0
6/10/2023,Phichit,0,0,0,0,0,0,0,0
6/10/2023,Lampang,45,15,0,0,0,0,0,60
6/10/2023,Sukhothai,1704,685,0,0,0,0,2890,5279
6/10/2023,Uttaradit,2016,672,0,0,171,0,1251,4110
6/10/2023,Uthai Thani,0,0,0,0,0,0,0,0
6/10/2023,Ubon Ratchathani,0,0,0,0,0,0,0,0
6/10/2023,Chiang Mai,2000,548,0,0,0,0,0,2548
6/10/2023,Phetchabun,0,0,0,0,0,0,0,0
6/10/2023,at all,3896,1161,0,0,929,0,58,6044
6/11/2023,Kamphaeng Phet,3,1,0,0,0,0,665,669
6/11/2023,Chiang Mai,140,70,0,0,4,0,0,214
6/12/2023,Chumphon,2,2,0,0,1,0,0,5
6/6/2023,Chanthaburi,60,20,0,0,0,0,0,80
6/6/2023,Phitsanulok,131,36,0,0,0,0,577,744
6/8/2023,Nakhon Phanom,219,73,0,0,0,0,267,559
6/8/2023,Nan,0,0,0,0,0,0,0,0
6/8/2023,Phayao,0,0,0,0,0,0,0,0
6/8/2023,Chiang Rai,28407,9469,0,0,0,0,0,37876
6/9/2023,Kalasin,7415,3079,1,0,0,0,7301,17796
6/9/2023,Khon Kaen,3,1,0,0,3,0,55,62
6/9/2023,Nakhon Ratchasima,3,1,0,0,15,0,0,19
6/9/2023,Mukdahan,114,7,0,0,0,0,557,678
6/9/2023,Uttaradit,24,8,0,0,0,0,8,40
6/9/2023,Chiang Mai,241,65,0,0,10,0,50,366
7/10/2023,Chanthaburi,1,1,0,0,0,0,1,3
7/10/2023,Chachoengsao,0,0,0,0,0,0,0,0
7/10/2023,Nan,3,1,0,0,7,0,0,11
7/10/2023,Ayutthaya,0,0,0,0,0,0,0,0
7/10/2023,Ang Thong,3,1,0,0,0,0,15,19
7/10/2023,Chiang Mai,700,150,0,0,50,0,0,900
7/10/2023,Phetchabun,3,1,0,0,258,0,1185,1447
7/10/2023,at all,450,150,0,0,150,0,0,750
7/10/2023,spread,474,158,0,0,0,0,0,632
7/11/2023,Nakhon Pathom,1,1,0,0,0,0,0,2
7/11/2023,Chiang Mai,100,40,0,0,0,0,0,140
7/8/2023,Nan,0,0,0,0,0,0,0,0
7/8/2023,Chiang Mai,3286,1207,0,0,0,0,0,4493
7/9/2023,Kalasin,3920,1619,0,0,200,0,14185,19924
7/9/2023,Nan,27,9,0,0,10,0,7,53
8/10/2023,Khon Kaen,1565,431,0,0,466,20,2125,4607
8/10/2023,Nakhon Nayok,0,0,0,0,0,0,0,0
8/10/2023,Buriram,234,78,0,0,0,0,8185,8497
8/10/2023,Phichit,0,0,0,0,0,0,0,0
8/10/2023,Maha Sarakham,3,1,0,0,0,0,3650,3654
8/10/2023,Yala,1650,550,0,0,0,0,0,2200
8/10/2023,Lop Buri,3,1,0,0,0,0,2079,2083
8/10/2023,Lampang,2286,762,0,0,0,0,5,3053
8/10/2023,Suphan Buri,9,3,0,0,4004,0,0,4016
8/10/2023,Surin,3,1,0,0,5,0,0,9
8/10/2023,Nong Bua Lamphu,9,3,0,0,43,0,1010,1065
8/10/2023,Uttaradit,168,56,0,0,0,0,32,256
8/10/2023,Ang Thong,6,2,0,0,0,0,49,57
8/10/2023,Chiang Rai,360,120,0,0,0,0,74,554
8/10/2023,Chiang Mai,1400,700,0,0,0,0,0,2100
8/10/2023,Phetchabun,186,62,0,0,940,0,5150,6338
8/10/2023,spread,3,1,0,0,0,0,0,4
8/11/2023,Surin,3,1,0,0,10,0,0,14
8/6/2023,Phitsanulok,45,15,0,0,15,0,0,75
8/7/2023,Phangnga,3,1,0,0,10,0,0,14
8/8/2023,Nan,3,1,0,0,24,0,0,28
8/8/2023,Nong Khai,0,0,0,0,0,0,0,0
8/8/2023,Chiang Mai,200,50,0,0,0,0,0,250
8/9/2023,Kalasin,873,291,0,0,0,0,219,1383
8/9/2023,Khon Kaen,3,1,0,0,0,0,713,717
8/9/2023,Nan,0,0,0,0,0,0,0,0
8/9/2023,Phichit,0,0,0,0,0,0,0,0
8/9/2023,Chiang Mai,1000,200,0,0,0,0,0,1200
8/9/2023,Mae Hong Son,15,5,0,0,0,0,0,20
9/10/2023,Kamphaeng Phet,3,1,0,0,24,0,3014,3042
9/10/2023,Khon Kaen,675,225,0,0,39,0,1359,2298
9/10/2023,Chachoengsao,0,0,0,0,0,0,0,0
9/10/2023,Nakhon Nayok,0,0,0,0,0,0,0,0
9/10/2023,Nakhon Ratchasima,60,20,0,0,840,0,921,1841
9/10/2023,Phichit,0,0,0,0,0,0,0,0
9/10/2023,Maha Sarakham,12,4,0,0,99,0,16579,16694
9/10/2023,Lampang,523,170,0,0,0,0,20,713
9/10/2023,Sa Kaeo,450,150,0,0,0,0,300,900
9/10/2023,Surin,6,2,0,0,0,0,0,8
9/10/2023,Sukhothai,15,4,0,0,0,0,62,81
9/10/2023,Nong Bua Lamphu,9,3,0,0,252,0,20339,20603
9/10/2023,Uttaradit,9513,3171,0,0,1446,0,8516,22646
9/10/2023,Ubon Ratchathani,0,0,0,0,0,0,0,0
9/10/2023,Chiang Rai,3783,1261,0,0,0,0,10,5054
9/10/2023,Chiang Mai,1143,346,0,0,0,0,255,1744
9/10/2023,at all,208,51,0,0,53,3,100,415
9/10/2023,spread,294,98,0,0,18,0,84,494
9/11/2023,Phetchaburi,1100,270,0,0,0,0,25,1395
9/5/2023,Nakhon Ratchasima,3,1,0,0,0,0,0,4
9/8/2023,Nan,0,0,0,0,0,0,0,0
9/8/2023,Udon Thani,0,0,0,0,0,0,0,0
9/9/2023,Kalasin,1564,727,0,0,6,0,9081,11378
9/9/2023,Mukdahan,166,13,0,0,0,0,443,622
9/9/2023,Roi Et,231,71,0,0,0,0,3431,3733
9/9/2023,Lampang,105,35,0,0,0,0,0,140
9/9/2023,Chiang Rai,300,100,0,0,0,0,0,400
9/9/2023,Chiang Mai,28765,9642,0,0,0,0,800,39207
